TID: [2024-01-16 14:16:56,886]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:834)

TID: [-1234] [] [2024-01-16 14:21:54,900]  WARN {org.wso2.carbon.identity.oauth.endpoint.authz.OAuth2AuthzEndpoint} - No session state found for the received Session ID : b7b7fc9c-3a24-4d5b-9203-64073bf740d3
TID: [-1234] [] [2024-01-16 14:22:38,576]  INFO {org.wso2.carbon.event.output.adapter.jms.internal.util.JMSConnectionFactory} - JMS ConnectionFactory : notificationJMSPublisher initialized
TID: [-1234] [internal/data/v1] [2024-01-16 14:22:51,258]  INFO {org.wso2.carbon.apimgt.impl.importexport.utils.CommonUtil} - Creation of folder is successful. Directory Name : JSONPlaceHolder-v1
TID: [-1234] [internal/data/v1] [2024-01-16 14:22:51,260]  INFO {org.wso2.carbon.apimgt.impl.importexport.utils.CommonUtil} - Creation of folder is successful. Directory Name : Definitions
TID: [-1234] [] [2024-01-16 14:22:51,452]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Local entry : 8ccd9be9-071b-457c-9fb9-8790e8ec66ef was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:22:51,456]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Endpoint : JSONPlaceHolder--vv1_APIproductionEndpoint was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:22:51,458]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Endpoint : JSONPlaceHolder--vv1_APIsandboxEndpoint was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:22:51,645]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - API : JSONPlaceHolder:vv1 was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:22:51,645]  INFO {org.apache.synapse.api.API} - {api:JSONPlaceHolder:vv1} Initializing API: JSONPlaceHolder:vv1
TID: [-1234] [api/am/devportal] [2024-01-16 14:23:26,214] ERROR {org.wso2.carbon.apimgt.rest.api.util.impl.WebAppAuthenticatorImpl} - Invalid OAuth Token : Invalid Access Token. ACTIVE access token is not found.
TID: [-1234] [api/am/devportal] [2024-01-16 14:23:26,214] ERROR {org.wso2.carbon.apimgt.rest.api.util.impl.WebAppAuthenticatorImpl} - Provided access token is invalid
TID: [-1234] [devportal] [2024-01-16 14:23:26,845] ERROR {org.jaggeryjs.jaggery.core.manager.WebAppManager} - org.mozilla.javascript.EcmaError: TypeError: Cannot call method "match" of undefined (/devportal/services/login/introspect.jag#51) org.jaggeryjs.scriptengine.exceptions.ScriptException: org.mozilla.javascript.EcmaError: TypeError: Cannot call method "match" of undefined (/devportal/services/login/introspect.jag#51)
	at org.jaggeryjs.scriptengine.engine.RhinoEngine.execScript(RhinoEngine.java:587)
	at org.jaggeryjs.scriptengine.engine.RhinoEngine.exec(RhinoEngine.java:289)
	at org.jaggeryjs.jaggery.core.manager.WebAppManager.exec(WebAppManager.java:589)
	at org.jaggeryjs.jaggery.core.manager.WebAppManager.execute(WebAppManager.java:508)
	at org.jaggeryjs.jaggery.core.JaggeryServlet.doGet(JaggeryServlet.java:24)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:712)
	at org.apache.catalina.core.ApplicationDispatcher.processRequest(ApplicationDispatcher.java:459)
	at org.apache.catalina.core.ApplicationDispatcher.doForward(ApplicationDispatcher.java:352)
	at org.apache.catalina.core.ApplicationDispatcher.forward(ApplicationDispatcher.java:312)
	at org.jaggeryjs.jaggery.core.JaggeryFilter.doFilter(JaggeryFilter.java:76)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.wso2.carbon.ui.filters.cache.ContentTypeBasedCachePreventionFilter.doFilter(ContentTypeBasedCachePreventionFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.filters.HttpHeaderSecurityFilter.doFilter(HttpHeaderSecurityFilter.java:126)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.wso2.carbon.identity.context.rewrite.valve.TenantContextRewriteValve.invoke(TenantContextRewriteValve.java:107)
	at org.wso2.carbon.identity.authz.valve.AuthorizationValve.invoke(AuthorizationValve.java:110)
	at org.wso2.carbon.identity.auth.valve.AuthenticationValve.invoke(AuthenticationValve.java:102)
	at org.wso2.carbon.tomcat.ext.valves.CompositeValve.continueInvocation(CompositeValve.java:101)
	at org.wso2.carbon.tomcat.ext.valves.TomcatValveContainer.invokeValves(TomcatValveContainer.java:49)
	at org.wso2.carbon.tomcat.ext.valves.CompositeValve.invoke(CompositeValve.java:62)
	at org.wso2.carbon.tomcat.ext.valves.CarbonStuckThreadDetectionValve.invoke(CarbonStuckThreadDetectionValve.java:145)
	at org.apache.catalina.valves.AbstractAccessLogValve.invoke(AbstractAccessLogValve.java:690)
	at org.wso2.carbon.tomcat.ext.valves.CarbonContextCreatorValve.invoke(CarbonContextCreatorValve.java:57)
	at org.wso2.carbon.tomcat.ext.valves.RequestCorrelationIdValve.invoke(RequestCorrelationIdValve.java:126)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:373)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:868)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1590)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: org.mozilla.javascript.EcmaError: TypeError: Cannot call method "match" of undefined (/devportal/services/login/introspect.jag#51)
	at org.mozilla.javascript.ScriptRuntime.constructError(ScriptRuntime.java:3687)
	at org.mozilla.javascript.ScriptRuntime.constructError(ScriptRuntime.java:3665)
	at org.mozilla.javascript.ScriptRuntime.typeError(ScriptRuntime.java:3693)
	at org.mozilla.javascript.ScriptRuntime.typeError2(ScriptRuntime.java:3712)
	at org.mozilla.javascript.ScriptRuntime.undefCallError(ScriptRuntime.java:3731)
	at org.mozilla.javascript.ScriptRuntime.getPropFunctionAndThisHelper(ScriptRuntime.java:2258)
	at org.mozilla.javascript.ScriptRuntime.getPropFunctionAndThis(ScriptRuntime.java:2251)
	at org.jaggeryjs.rhino.devportal.services.login.c0._c_script_0(/devportal/services/login/introspect.jag:51)
	at org.jaggeryjs.rhino.devportal.services.login.c0.call(/devportal/services/login/introspect.jag)
	at org.mozilla.javascript.ContextFactory.doTopCall(ContextFactory.java:394)
	at org.mozilla.javascript.ScriptRuntime.doTopCall(ScriptRuntime.java:3091)
	at org.jaggeryjs.rhino.devportal.services.login.c0.call(/devportal/services/login/introspect.jag)
	at org.jaggeryjs.rhino.devportal.services.login.c0.exec(/devportal/services/login/introspect.jag)
	at org.jaggeryjs.scriptengine.engine.RhinoEngine.execScript(RhinoEngine.java:583)
	... 50 more

TID: [-1] [] [2024-01-16 14:23:58,779]  WARN {org.apache.synapse.transport.passthru.SourceHandler} - I/O error: Received fatal alert: certificate_unknown
TID: [-1234] [] [2024-01-16 14:23:59,044]  INFO {org.wso2.carbon.apimgt.keymgt.handlers.DefaultKeyValidationHandler} - org.wso2.carbon.apimgt.keymgt.handlers.DefaultKeyValidationHandler Initialised
TID: [-1234] [] [2024-01-16 14:23:59,087]  INFO {org.apache.synapse.core.axis2.TimeoutHandler} - This engine will expire all callbacks after GLOBAL_TIMEOUT: 120 seconds, irrespective of the timeout action, after the specified or optional timeout
TID: [-1234] [] [2024-01-16 14:23:59,093] ERROR {org.apache.axis2.description.ClientUtils} - The system cannot infer the transport information from the jsonplaceholder.typicode.com/users URL.
TID: [-1234] [] [2024-01-16 14:23:59,094] ERROR {org.apache.synapse.core.axis2.Axis2Sender} - {api:JSONPlaceHolder:vv1} Unexpected error during sending message out org.apache.axis2.AxisFault: The system cannot infer the transport information from the jsonplaceholder.typicode.com/users URL.
	at org.apache.axis2.description.ClientUtils.inferOutTransport(ClientUtils.java:86)
	at org.apache.synapse.core.axis2.DynamicAxisOperation$DynamicOperationClient.executeImpl(DynamicAxisOperation.java:116)
	at org.apache.axis2.client.OperationClient.execute(OperationClient.java:149)
	at org.apache.synapse.core.axis2.Axis2FlexibleMEPClient.send(Axis2FlexibleMEPClient.java:678)
	at org.apache.synapse.core.axis2.Axis2Sender.sendOn(Axis2Sender.java:86)
	at org.apache.synapse.core.axis2.Axis2SynapseEnvironment.send(Axis2SynapseEnvironment.java:586)
	at org.apache.synapse.endpoints.AbstractEndpoint.send(AbstractEndpoint.java:409)
	at org.apache.synapse.endpoints.HTTPEndpoint.send(HTTPEndpoint.java:99)
	at org.apache.synapse.endpoints.IndirectEndpoint.send(IndirectEndpoint.java:56)
	at org.apache.synapse.mediators.builtin.SendMediator.mediate(SendMediator.java:123)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:109)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:71)
	at org.apache.synapse.mediators.filters.FilterMediator.mediate(FilterMediator.java:171)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:109)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:71)
	at org.apache.synapse.mediators.base.SequenceMediator.mediate(SequenceMediator.java:158)
	at org.apache.synapse.api.Resource.process(Resource.java:342)
	at org.apache.synapse.api.API.process(API.java:463)
	at org.apache.synapse.api.AbstractApiHandler.apiProcessNonDefaultStrategy(AbstractApiHandler.java:107)
	at org.apache.synapse.api.AbstractApiHandler.identifyAPI(AbstractApiHandler.java:127)
	at org.apache.synapse.api.AbstractApiHandler.dispatchToAPI(AbstractApiHandler.java:59)
	at org.apache.synapse.api.rest.RestRequestHandler.dispatchToAPI(RestRequestHandler.java:84)
	at org.apache.synapse.api.rest.RestRequestHandler.process(RestRequestHandler.java:70)
	at org.apache.synapse.rest.RESTRequestHandler.process(RESTRequestHandler.java:54)
	at org.apache.synapse.core.axis2.Axis2SynapseEnvironment.injectMessage(Axis2SynapseEnvironment.java:344)
	at org.apache.synapse.core.axis2.SynapseMessageReceiver.receive(SynapseMessageReceiver.java:101)
	at org.apache.axis2.engine.AxisEngine.receive(AxisEngine.java:180)
	at org.apache.synapse.transport.passthru.ServerWorker.processNonEntityEnclosingRESTHandler(ServerWorker.java:375)
	at org.apache.synapse.transport.passthru.ServerWorker.run(ServerWorker.java:189)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:834)

TID: [-1234] [] [2024-01-16 14:23:59,131]  WARN {org.apache.synapse.endpoints.EndpointContext} - Endpoint : JSONPlaceHolder--vv1_APIproductionEndpoint with address jsonplaceholder.typicode.com/ will be marked SUSPENDED as it failed
TID: [-1234] [] [2024-01-16 14:23:59,132]  WARN {org.apache.synapse.endpoints.EndpointContext} - Suspending endpoint : JSONPlaceHolder--vv1_APIproductionEndpoint with address jsonplaceholder.typicode.com/ - current suspend duration is : 30000ms - Next retry after : Tue Jan 16 14:24:29 GMT 2024
TID: [-1234] [] [2024-01-16 14:23:59,133]  INFO {org.apache.synapse.mediators.builtin.LogMediator} - {api:JSONPlaceHolder:vv1} STATUS = Executing default 'fault' sequence, ERROR_CODE = 0, ERROR_MESSAGE = Unexpected error during sending message out
TID: [-1234] [] [2024-01-16 14:24:39,810]  WARN {org.wso2.carbon.apimgt.gateway.handlers.security.APIAuthenticationHandler} - API authentication failure due to Invalid Credentials
TID: [-1234] [] [2024-01-16 14:24:49,460] ERROR {org.apache.axis2.description.ClientUtils} - The system cannot infer the transport information from the jsonplaceholder.typicode.com/users URL.
TID: [-1234] [] [2024-01-16 14:24:49,461] ERROR {org.apache.synapse.core.axis2.Axis2Sender} - {api:JSONPlaceHolder:vv1} Unexpected error during sending message out org.apache.axis2.AxisFault: The system cannot infer the transport information from the jsonplaceholder.typicode.com/users URL.
	at org.apache.axis2.description.ClientUtils.inferOutTransport(ClientUtils.java:86)
	at org.apache.synapse.core.axis2.DynamicAxisOperation$DynamicOperationClient.executeImpl(DynamicAxisOperation.java:116)
	at org.apache.axis2.client.OperationClient.execute(OperationClient.java:149)
	at org.apache.synapse.core.axis2.Axis2FlexibleMEPClient.send(Axis2FlexibleMEPClient.java:678)
	at org.apache.synapse.core.axis2.Axis2Sender.sendOn(Axis2Sender.java:86)
	at org.apache.synapse.core.axis2.Axis2SynapseEnvironment.send(Axis2SynapseEnvironment.java:586)
	at org.apache.synapse.endpoints.AbstractEndpoint.send(AbstractEndpoint.java:409)
	at org.apache.synapse.endpoints.HTTPEndpoint.send(HTTPEndpoint.java:99)
	at org.apache.synapse.endpoints.IndirectEndpoint.send(IndirectEndpoint.java:56)
	at org.apache.synapse.mediators.builtin.SendMediator.mediate(SendMediator.java:123)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:109)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:71)
	at org.apache.synapse.mediators.filters.FilterMediator.mediate(FilterMediator.java:171)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:109)
	at org.apache.synapse.mediators.AbstractListMediator.mediate(AbstractListMediator.java:71)
	at org.apache.synapse.mediators.base.SequenceMediator.mediate(SequenceMediator.java:158)
	at org.apache.synapse.api.Resource.process(Resource.java:342)
	at org.apache.synapse.api.API.process(API.java:463)
	at org.apache.synapse.api.AbstractApiHandler.apiProcessNonDefaultStrategy(AbstractApiHandler.java:107)
	at org.apache.synapse.api.AbstractApiHandler.identifyAPI(AbstractApiHandler.java:127)
	at org.apache.synapse.api.AbstractApiHandler.dispatchToAPI(AbstractApiHandler.java:59)
	at org.apache.synapse.api.rest.RestRequestHandler.dispatchToAPI(RestRequestHandler.java:84)
	at org.apache.synapse.api.rest.RestRequestHandler.process(RestRequestHandler.java:70)
	at org.apache.synapse.rest.RESTRequestHandler.process(RESTRequestHandler.java:54)
	at org.apache.synapse.core.axis2.Axis2SynapseEnvironment.injectMessage(Axis2SynapseEnvironment.java:344)
	at org.apache.synapse.core.axis2.SynapseMessageReceiver.receive(SynapseMessageReceiver.java:101)
	at org.apache.axis2.engine.AxisEngine.receive(AxisEngine.java:180)
	at org.apache.synapse.transport.passthru.ServerWorker.processNonEntityEnclosingRESTHandler(ServerWorker.java:375)
	at org.apache.synapse.transport.passthru.ServerWorker.run(ServerWorker.java:189)
	at org.apache.axis2.transport.base.threads.NativeWorkerPool$1.run(NativeWorkerPool.java:172)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:834)

TID: [-1234] [] [2024-01-16 14:24:49,494]  WARN {org.apache.synapse.endpoints.EndpointContext} - Endpoint : JSONPlaceHolder--vv1_APIproductionEndpoint with address jsonplaceholder.typicode.com/ will be marked SUSPENDED as it failed
TID: [-1234] [] [2024-01-16 14:24:49,494]  WARN {org.apache.synapse.endpoints.EndpointContext} - Suspending endpoint : JSONPlaceHolder--vv1_APIproductionEndpoint with address jsonplaceholder.typicode.com/ - last suspend duration was : 30000ms and current suspend duration is : 30000ms - Next retry after : Tue Jan 16 14:25:19 GMT 2024
TID: [-1234] [] [2024-01-16 14:24:49,495]  INFO {org.apache.synapse.mediators.builtin.LogMediator} - {api:JSONPlaceHolder:vv1} STATUS = Executing default 'fault' sequence, ERROR_CODE = 0, ERROR_MESSAGE = Unexpected error during sending message out
TID: [-1234] [] [2024-01-16 14:28:52,254]  INFO {org.apache.synapse.api.API} - {api:JSONPlaceHolder:vv1} Destroying API: JSONPlaceHolder:vv1
TID: [-1234] [] [2024-01-16 14:28:52,257]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - API : JSONPlaceHolder:vv1 was removed from the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:28:52,258]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Local entry : 8ccd9be9-071b-457c-9fb9-8790e8ec66ef was removed from the Synapse configuration successfully
TID: [-1234] [internal/data/v1] [2024-01-16 14:29:32,300]  INFO {org.wso2.carbon.apimgt.impl.importexport.utils.CommonUtil} - Creation of folder is successful. Directory Name : JSONPlaceHolder-v1
TID: [-1234] [internal/data/v1] [2024-01-16 14:29:32,301]  INFO {org.wso2.carbon.apimgt.impl.importexport.utils.CommonUtil} - Creation of folder is successful. Directory Name : Definitions
TID: [-1234] [] [2024-01-16 14:29:32,362]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Local entry : 8b05a2c6-cd79-417d-b762-93994127c08d was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:29:32,364]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Endpoint : JSONPlaceHolder--vv1_APIproductionEndpoint was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:29:32,366]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Endpoint : JSONPlaceHolder--vv1_APIsandboxEndpoint was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:29:32,373]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - API : JSONPlaceHolder:vv1 was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:29:32,373]  INFO {org.apache.synapse.api.API} - {api:JSONPlaceHolder:vv1} Initializing API: JSONPlaceHolder:vv1
TID: [-1234] [internal/data/v1] [2024-01-16 14:31:35,252]  INFO {org.wso2.carbon.apimgt.impl.importexport.utils.CommonUtil} - Creation of folder is successful. Directory Name : FakeStoreAPI-v1
TID: [-1234] [internal/data/v1] [2024-01-16 14:31:35,252]  INFO {org.wso2.carbon.apimgt.impl.importexport.utils.CommonUtil} - Creation of folder is successful. Directory Name : Definitions
TID: [-1234] [] [2024-01-16 14:31:35,297]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Local entry : 510ded44-638f-4f40-9900-7034dc91967f was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:31:35,298]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Endpoint : FakeStoreAPI--vv1_APIproductionEndpoint was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:31:35,300]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - Endpoint : FakeStoreAPI--vv1_APIsandboxEndpoint was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:31:35,304]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} - API : FakeStoreAPI:vv1 was added to the Synapse configuration successfully
TID: [-1234] [] [2024-01-16 14:31:35,305]  INFO {org.apache.synapse.api.API} - {api:FakeStoreAPI:vv1} Initializing API: FakeStoreAPI:vv1
TID: [-1234] [] [2024-01-16 14:32:29,370]  INFO {org.apache.synapse.mediators.builtin.LogMediator} - STATUS = Message dispatched to the main sequence. Invalid URL., RESOURCE = /fakestoreapi/v1/products, HEALTH CHECK URL = /fakestoreapi/v1/products
